186310	188741	0
188941	190448	0
186399	188693	0
189406	188671	0
187460	188688	0
189376	186211	0
189410	189907	0
188855	188893	0
189231	188414	0
187357	189912	0
186310	188881	0
188811	188661	0
188879	188670	0
189335	187584	0
188313	188869	0
187424	187517	0
188518	187410	0
186309	188704	0
189325	190654	0
189978	189425	0
188918	187415	0
189340	188740	0
187380	187572	0
187325	189638	0
186249	189733	0
188413	188413	0
186989	187024	0
188943	188738	0
187520	188664	0
186956	189133	0
186399	188698	0
187657	187354	0
189429	187500	0
186439	186468	0
188620	189348	0
186309	188666	0
189227	189018	0
189138	187353	0
188832	190075	0
190018	186986	0
189190	189301	0
188470	189926	0
188785	187555	0
188457	190121	0
190248	186309	0
189880	188666	0
190134	189425	0
186434	187158	0
188378	187581	0
186309	186235	0
189139	189732	0
188724	188944	0
187509	187481	0
187339	186961	0
186329	186395	0
186310	186951	0
189967	189437	0
190192	188652	0
188464	187547	0
189709	189667	0
189406	187536	0
186214	189677	0
187074	188950	0
186395	186342	0
188754	189405	0
188555	190371	0
187518	189426	0
186310	188718	0
186309	187568	0
186310	188694	0
188432	188903	0
186341	187565	0
186712	187565	0
187000	188700	0
187469	188528	0
186965	189842	0
186248	186377	0
189406	189427	0
187498	189408	0
187352	186210	0
188386	189182	0
188860	188860	0
187297	188700	0
187518	187449	0
189406	187537	0
187526	187321	0
189782	190188	0
190377	186310	0
189367	188665	0
189435	187504	0
186423	190087	0
186259	187416	0
187525	186358	0
188887	186337	0
186309	187054	0
186458	187572	0
189301	189302	0
186724	186724	0
186526	190319	0
189659	189427	0
186994	188711	0
186496	189435	0
186214	188662	0
187517	189680	0
186960	187417	0
186696	189406	0
187423	189410	0
187556	187518	0
187307	189433	0
186504	187584	0
189410	189841	0
188805	187471	0
186995	187585	0
188685	187571	0
189108	189405	0
186426	190290	0
189408	188737	0
187426	189430	0
187568	189680	0
187045	188685	0
188614	186309	0
188768	188733	0
188859	188740	0
189430	188651	0
186213	186396	0
188967	188743	0
189406	188692	0
189900	190203	0
186571	189926	0
187306	190061	0
187527	187555	0
188844	188844	0
188658	188735	0
187522	186346	0
186960	186938	0
186309	190039	0
189782	186230	0
190115	190551	0
186507	190445	0
189816	189666	0
190338	187569	0
187523	188686	0
188697	188664	0
188040	187533	0
186554	190098	0
187553	186966	0
187517	188663	0
186378	189428	0
189410	188702	0
190721	187536	0
186213	189426	0
187518	188853	0
187447	189431	0
188754	188612	0
190335	187523	0
188624	188763	0
188815	188880	0
188848	190502	0
189379	188734	0
190161	187573	0
189116	188789	0
190024	186553	0
190265	190447	0
189442	190077	0
189743	189426	0
188763	188502	0
188153	188153	0
188866	187054	0
188642	187521	0
186996	188950	0
189137	186379	0
188846	188697	0
188875	189135	0
188488	188313	0
190182	190076	0
188813	188806	0
187051	187539	0
187496	188697	0
187466	187547	0
189703	186627	0
188845	188633	0
186270	189926	0
186240	189425	0
189325	189444	0
189445	189409	0
189143	189918	0
186307	187569	0
188413	189989	0
188636	189438	0
187425	186211	0
189143	188860	0
188581	190698	0
187518	189448	0
187532	186309	0
188724	189081	0
187339	188688	0
186229	186988	0
186514	187009	0
187066	186262	0
186310	186540	0
190127	189667	0
188889	188602	0
187523	188726	0
189116	187567	0
189333	187518	0
189864	189842	0
187552	187578	0
187293	188435	0
186348	188666	0
188652	187536	0
186224	188699	0
186670	186784	0
186517	186992	0
186216	189841	0
188313	188721	0
186240	187484	0
187422	187381	0
187423	188692	0
186458	186650	0
187469	188648	0
189410	188665	0
