0	-74.005482	40.873185
1	-74.005941	40.873806
2	-74.005376	40.873499
3	-74.005339	40.873573
4	-74.003167	40.873770
5	-74.002383	40.873499
6	-74.005557	40.872795
7	-73.989410	40.810286
8	-73.989283	40.810400
9	-73.988636	40.809731
10	-73.989178	40.809268
11	-73.988392	40.809590
12	-73.988987	40.809110
13	-73.988864	40.809967
14	-73.988109	40.810178
15	-73.987659	40.809171
16	-73.988148	40.808740
17	-73.988003	40.809373
18	-73.988514	40.808934
19	-73.987827	40.809274
20	-73.988323	40.808850
21	-73.988186	40.809480
22	-73.987781	40.810136
23	-73.987598	40.809991
24	-73.987110	40.808846
25	-73.987087	40.809659
26	-73.987461	40.809831
27	-73.987209	40.809834
28	-73.978382	40.822900
29	-73.978031	40.822777
30	-73.979882	40.829800
31	-73.979339	40.829472
32	-73.978912	40.829932
33	-73.978479	40.829694
34	-73.977974	40.829933
35	-73.978515	40.830275
36	-73.977741	40.829447
37	-73.977654	40.829707
38	-73.979324	40.830769
39	-73.977460	40.830002
40	-73.979182	40.831100
41	-73.974382	40.857099
42	-73.975480	40.857698
43	-73.977321	40.872825
44	-73.977199	40.872462
45	-73.976453	40.873530
46	-73.977106	40.871918
47	-73.976854	40.871341
48	-73.976104	40.872772
49	-73.976728	40.871203
50	-73.968108	40.845277
51	-73.968216	40.845302
52	-73.979082	40.873799
53	-73.963482	40.873499
54	-73.964982	40.871499
55	-73.969382	40.873899
56	-73.968682	40.873599
57	-73.968192	40.873472
58	-73.951347	40.873494
59	-73.965182	40.854999
60	-73.964511	40.854841
61	-73.987675	40.808361
62	-73.963082	40.854499
63	-73.983486	40.852091
64	-73.983706	40.851726
65	-73.983466	40.852600
66	-73.983853	40.852188
67	-73.984182	40.853099
68	-73.984489	40.853387
69	-73.984026	40.851927
70	-73.983987	40.852257
71	-73.984193	40.852386
72	-73.984182	40.852599
73	-73.984079	40.852314
74	-73.978964	40.829238
75	-73.978204	40.828791
76	-73.984274	40.850778
77	-73.984255	40.851155
78	-73.983557	40.850258
79	-73.984301	40.850247
80	-73.984331	40.849642
81	-73.983580	40.849648
82	-73.981282	40.853099
83	-73.982782	40.849800
84	-73.967946	40.845465
85	-74.016344	40.837037
86	-74.014513	40.837804
87	-74.016769	40.836520
88	-73.992164	40.868637
89	-73.991583	40.869199
90	-73.989009	40.810116
91	-73.989269	40.810425
92	-73.989094	40.808544
93	-73.988509	40.810220
94	-73.987244	40.810616
95	-74.000802	40.872273
96	-74.000583	40.872799
97	-73.997610	40.808535
98	-73.997183	40.809200
99	-73.956165	40.873089
100	-73.956191	40.873364
101	-73.988883	40.872999
102	-73.988665	40.873366
103	-73.989257	40.867325
104	-73.988683	40.867899
105	-73.991569	40.835721
106	-73.991383	40.836000
107	-73.991622	40.835751
108	-73.992165	40.836043
109	-73.991983	40.836300
110	-73.992083	40.810300
111	-73.991764	40.810157
112	-73.997783	40.808600
113	-73.995580	40.862092
114	-73.995678	40.861595
115	-74.009006	40.824821
116	-74.010010	40.824531
117	-73.992577	40.836853
118	-73.992283	40.837000
119	-73.993183	40.837900
120	-73.999183	40.866899
121	-73.999683	40.867099
122	-73.998683	40.866699
123	-73.998183	40.866599
124	-73.994583	40.865099
125	-73.996683	40.857299
126	-73.996383	40.857999
127	-73.992283	40.855599
128	-74.001200	40.871630
129	-73.993983	40.873699
130	-74.000083	40.870599
131	-73.993483	40.873899
132	-73.990483	40.870899
133	-73.987583	40.869599
134	-73.989649	40.871931
135	-73.987182	40.872399
136	-73.987482	40.871899
137	-73.986282	40.871999
138	-73.986882	40.870799
139	-73.984782	40.869799
140	-73.985482	40.873299
141	-73.982882	40.872899
142	-73.982730	40.873203
143	-73.986082	40.872199
144	-73.984482	40.871599
145	-73.983782	40.872299
146	-73.986482	40.871499
147	-73.984282	40.870399
148	-73.983582	40.871099
149	-73.982782	40.870599
150	-73.993883	40.864899
151	-73.993683	40.864799
152	-73.995483	40.862899
153	-73.992783	40.864399
154	-73.989383	40.867199
155	-73.992683	40.867599
156	-73.990183	40.866399
157	-73.995682	40.861076
158	-73.989120	40.872681
159	-73.992183	40.864299
160	-73.994083	40.863199
161	-73.992883	40.863599
162	-73.991383	40.863899
163	-73.995983	40.862999
164	-73.994783	40.862499
165	-73.994183	40.862099
166	-73.994783	40.861599
167	-73.995383	40.860299
168	-73.992583	40.860199
169	-73.993483	40.862899
170	-73.992983	40.862499
171	-73.992983	40.861299
172	-73.996083	40.858699
173	-73.995783	40.859299
174	-73.994283	40.858447
175	-73.993483	40.859299
176	-73.991683	40.856199
177	-73.994083	40.858799
178	-73.990783	40.857599
179	-73.991983	40.863199
180	-73.991783	40.861799
181	-73.991283	40.862799
182	-73.991683	40.861199
183	-73.990883	40.861299
